iter	Passed	Remaining
404	9401	9169
405	9408	9130
406	9417	9093
407	9425	9055
408	9432	9017
409	9456	8994
410	9465	8958
411	9473	8922
412	9482	8885
413	9491	8849
414	9498	8812
415	9513	8781
416	9523	8746
417	9532	8711
418	9541	8676
419	9569	8658
420	9582	8626
421	9595	8595
422	9604	8559
423	9612	8524
424	9621	8489
425	9629	8454
426	9638	84194427	9645	8383428	9671	8363
429	9679	8329
430	9688	8294
431	9695	8259
4432	9734	8250
433	9742	8216
434	9767	8195
435	9780	8165
436	9791	8133
437	9804	8103
438	9812	8069
439	9820	8035
440	9830	8002
441	9840	7970
442	9855	7941
443	9876	7919
444	9887	7887
445	9918	7872
446	9945	7854
447	9983	7843
448	9995	7813
449	10005	7781
450	10030	7761
451	10037	7728
452	10044	7694
453	10052	7661
454	10060	7628
455	10070	7596
456	10079	7565
457	10088	7533
458	10097	7501
459	10106	7470
460	10114	7437
461	10123	7406
462	10145	7384
463	10153	7352
464	10168	7325
465	10178	7295
466	10187	7264
467	10194	7232
468	10212	7207
469	10222	7177
470	10231	7146
471	10241	7116
472	10253	7088
473	10274	7066
474	10284	7036
475	10300	7011
476	10341	7002
477	10355	6975
478	10366	6947
479	10375	6917
480	10387	6888
481	10398	6860
482	10408	6831
483	10418	6802
484	10441	6781
485	10488	6776
486	10529	6767
487	10541	6739
488	10551	6710
489	10560	6681
490	10570	6652
491	10580	6623
492	10588	6593
493	10597	6564
494	10605	6534
495	10614	6505
496	10622	6476
497	10631	6447
498	10640	6418
499	10648	6389
500	10656	6360
501	10664	6330
502	10672	6301
503	10681	6273
504	10691	6245
505	10698	6216
506	10707	6187
507	10716	6159
508	10724	6131
509	10732	6102
510	10741	6074
511	512	10750	6512	513	10798	6008
514	10809	5981
515	10819	5954
516	10874	5952
517	10884	5925
518	10894	5898
519	10903	5871
520	10912	5843
521	10922	5816
522	10931	5789
523	10940	5762
524	10949	5735
525	10959	5525	526	10969	5526	527	11000	5666
528	11096	5684
529	11172	5691
530	11183	5665
531	11192	5638
532	11200	5610
533	11208	5583
534	11216	5555
535	11224	5528
536	11231	5500
537	11239	5473
538	11246	5446
539	11253	5418
540	11260	5390
541	11270	5364
542	11279	5338
543	11339	5336
544	11351	5311
545	11360	5284
546	11369	5258
547	11390	5238
548	11428	5225
549	11437	5198
550	11446	5172
551	11456	5146
552	11465	5121
553	11473	5094
554	11484	5069
555	11494	5044
556	11503	5018
557	11512	4992
558	11580	4992
559	11589	4966
560	11598	4941
561	11606	4915
562	11615	4889
563	11624	4864
564	11632	4838
565	11640	4812
566	11649	4787
567	11659	4762
568	11782	4783
569	11802	4762
570	11810	4736
571	11819	4711
572	11827	4685
573	11835	4659
574	11842	4634
575	11852	4609
576	11860	4583
577	11867	4558
578	11874	4532
579	11882	4507
580	11890	4481
581	11898	4456
582	11906	4431
583	11914	4406
584	11923	4382
585	11932	4357
586	11951	4336
587	11978	4318
588	11985	4293
589	11993	4268
590	12000	4243
591	12010	4219
592	12019	4195
593	12028	4171
594	12043	4149
595	12060	4127
596	12075	4106
597	12093	4085
598	12108	4063
599	12117	4039
600	12126	4015
601	12135	3991
602	12143	3967
603	12151	3943
604	12160	3919
605	12168	3895
606	12175	3871
607	12183	3847
608	12193	3824
609	12202	3800
610	12212	3777
611	12225	3755
612	12259	3739
613	12302	3726
614	12330	3709
615	12339	3685
616	12364	3667
617	12383	3646
618	12429	3634
619	12466	3619
620	12508	3605
621	12520	3582
622	12534	3561
623	12544	3538
624	12552	3514
625	12560	3491
626	12569	3468
627	12582	3446
628	12591	3423
629	12599	3399
630	12607	3376
631	12618	3354
632	12628	3331
633	12639	3309
634	12653	3287
635	12660	3264
636	12669	3241
637	12678	3219
638	12691	3197
639	12699	3174
640	12708	3152
641	12717	3129
642	12726	3107
643	12736	3085
644	12746	3063
645	12754	3040
646	12763	3018
647	12771	2995
648	12780	2973
649	12788	2951
650	12797	2929
651	12806	2906
652	12816	2885
653	12825	2863
654	12834	2841
655	12844	2819
656	12852	2797
657	12860	2775
658	12868	2753
659	12875	2731
660	12883	2709
661	12890	2687
662	12897	2665
663	12904	2643
664	12913	2621
665	12920	2599
666	12929	2578
667	12938	2556
668	12947	2535
669	12957	2514
670	12966	2492
671	12977	2471
672	12985	2450
673	12996	2429
674	13005	2408
675	13015	2387
676	13025	2366
677	13036	2345
678	13047	2325
679	13056	2304
680	13064	2283
681	13074	2262
682	13083	2241
683	13092	2220
684	13103	2199
685	13113	2179
686	13122	2158
687	13132	2137
688	13141	2117
689	13150	2096
690	13161	2076
691	13169	2055
692	13177	2034
693	13184	2013
694	13193	1993
695	13202	1972
696	13210	1952
697	13218	1931
698	13225	1911
699	13235	1890
700	13243	1870
701	13251	1849
702	13258	1829
703	13266	1809
704	13272	1788
705	13280	1768
706	13288	1748
707	13296	1727
708	13306	1707
709	13315	1687
710	13324	1667
711	13332	1647
712	13340	1627
713	13348	1607
714	13356	1587
715	13363	1567
716	13372	1547
717	13380	1528
718	13387	1508
719	13395	1488
720	13402	1468
721	13409	1448
722	13418	1429
723	13425	1409
724	13433	1389
725	13440	1370
726	13449	1350
727	13457	1330
728	13465	1311
729	13472	1291
730	13480	1272
731	13487	1252
732	13494	1233
733	13502	1214
734	13510	1194
735	13516	1175
736	13524	1156
737	13532	1136
738	13540	1117
739	13548	1098
740	13555	1079
741	13563	1060
742	13570	1041
743	13578	1022
744	13585	1002
745	13592	983
746	13599	964
747	13605	945
748	13612	926
749	13619	907
750	13627	889
751	13636	870
752	13643	851
753	13650	832
754	13657	814
755	13664	795
756	13671	776
757	13678	757
758	13684	739
759	13691	720
760	13697	701
761	13703	683
762	13710	664
763	13717	646
764	13723	627
765	13730	609
766	13737	591
767	13744	572
768	13750	554
769	13756	535
770	13761	517
771	13767	499
772	13772	481
773	13778	462
774	13783	444
775	13788	426
776	13793	408
777	13798	390
778	13803	372
779	13809	354
780	13814	336
781	13819	318
782	13824	300
783	13829	282
784	13834	264
785	13839	246
786	13844	228
787	13849	210
788	13854	193
789	13859	175
790	13864	157
791	13869	140
792	13874	122
793	13879	104
794	13884	87
795	13889	69
796	13894	52
797	13899	34
798	13903	17
799	13908	0
	13585	0
