iter	Logloss
240	0.5609977162
241	0.5606115664
242	0.5602915218
243	0.5598193281
244	0.5593453794
245	0.5589889185
246	0.5583576044
247	0.5579031557
248	0.5571084312
249	0.5565120222
250	0.5558705193
251	0.5556398824
252	0.5546600049
253	0.5542414364
254	0.5538680104
255	0.5534549993
256	0.5526408235
257	0.5519575905
258	0.5514783768
259	0.5511400022
260	0.5504853855
261	0.5499202253
262	0.5497803124
263	0.5487108322
264	0.5482750548
265	0.5481089632
266	0.5477453847
267	0.5475995244
268	0.5472280484
269	0.5463513262
270	0.5459679552
271	0.5449212412
272	0.5444832701
273	0.5435375665
274	0.5430602052
275	0.5427187594
276	0.5421925993
277	0.5418374059
278	0.5415606514
279	0.5412795094
280	0.5407503268
281	0.540240693
282	0.5394289059
283	0.5392403405
284	0.5389548597
285	0.5387210054
286	0.5386379839
287	0.5385474062
288	0.5382364779
289	0.5375049335
290	0.5373504444
291	0.5371217575
292	0.5369921797
293	0.536724444
294	0.5365427523
295	0.5356301012
296	0.297	0.5285297	0.5343979906
298	0.5340343634
299	0.5300	0.5268300	0.5334193318
301	0.5328235565
302	0.5318094564
303	0.5312582875
304	0.5311356322
305	0.5306	0.5243306	0.5307	0.5239307	0.5301307946
308	0.5309	0.522309	0.5310	0.5221310	0.5294880242
311	0.5312	0.5204312	0.5313	0.5199313	0.5314	0.5196314	0.5315	0.518315	0.52316	0.518316	0.52317	0.518317	0.52318	0.51318	0.525319	0.51319	0.524320	0.51320	0.524321	0.51321	0.523322	0.5164319868
323	0.5158886852
324	0.5155790794
325	0.5151361613
326	0.5146610856
327	0.5142072179
328	0.5139092804
329	0.5329	0.5208330	0.5330	0.5202331	0.5132922155
332	0.5126396614
333	0.5118610592
334	0.5111343231
335	0.5106404888
336	0.5336	0.5174337	0.5337	0.5170338	0.5338	0.5164339	0.5339	0.5160340	0.5340	0.5155341	0.341	0.51467342	0.342	0.51421343	0.343	0.51350344	0.344	0.51346345	0.345	0.51319346	0346	0.5131519549
347	0.5127841352
348	0.5124015442
349	0.512397350	0350	0.512013351	0351	0.511529352	352	0.5111546353	353	0.5110002354	354	0.5107100355	355	0.5099566356	356	0.5095353357	357	0.5087305358	358	0.508690359	0359	0.508544360	0360	0.508376361	0361	0.508150362	0362	0.5079871229
363	0.5075581218
364	0.5072529461
365	0.5070751544
366	0.506826367367	0.50676056368368	0.50637437369369	0.5055310370	370	0.5050325371	371	0.5049164501
372	0.5047073121
373	0.5044802374	374	0.5044297375	375	0.5039572376	376	0.5037423377	377	0.5034625751
378	0.5027637421
379	0.5023323522
380	0.5020763653
381	0.5019722838
382	0.5019391825
383	0.5016793443
384	0.501518385	0385	0.5010540752
386	0.500868387	0387	0.5006085478
388	0.5000809252
389	0.5000390	0.390	0.4997888632
391	0.4994475636
392	0.4992878094
393	0.4989394	0.4394	0.498395	0.4395	0.4976396	0.4396	0.4974397	0.4397	0.4971398	0.4398	0.4969399	0.4399	0.4968400	0.4400	0.4968401	0.4401	0.4959402	0.4402	0.4955497961
403	0.4949606996
404	0.4948513043
405	0.4948352168
406	0.494533356
407	0.4943149554
408	0.4938075641
409	0.4936396687
410	0.4928757543
411	0.4928108191
412	0.4923303379
413	0.4923114228
414	0.4922247451
415	0.49218399
416	0.4914315806
417	0.4904555056
418	0.4896261197
419	0.4892169111
420	0.4889400592
421	0.4886448772
422	0.4884791755
423	0.4876274133
424	0.4871239708
425	0.4868952352
426	0.486707011
427	0.486496428	0428	0.486138429	429	0.4857364430	430	0.4855980431	431	0.4852486432	432	0.4851802433	433	0.4847802434	434	0.4846129435	435	0.484424436	0436	0.484116437	0437	0.484052438	0438	0.483995439	439	0.4836564440	440	0.4834733441	441	0.4834209442	442	0.4830274443	443	0.4828495444	444	0.4825399445	445	0.4823274446	446	0.4816555447	447	0.4813772448	448	0.4810878449	449	0.4802871450	450	0.4796687451	451	0.4795887452	0.4681058744
453	0.467565967
454	0.4671211867
455	0.4666696551
456	0.4666406403
457	0.4664743128
458	458	0.4772567459	0.4658550916
460	0.4656115141
461	461	0.4767748462	462	0.4766595463	463	0.4761666464	464	0.4760016465	465	0.4758297466	466	0.4755217467	467	0.4753085468468	0.4749067469	469	0.4743623470	470	0.4741739471	471	0.4740157472	0.4626739312
473	0.4624319696
474	0.4624214707
475	475	0.4725545476	476	0.4723411477	477	0.4722827478	478	0.471849479	0479	0.47177480	0.480	0.47168481	481	0.4713578482	482	0.4709897483483	0.47018812484484	0.46984434485485	0.46914355486486	0.46910139487487	0.46906463488488	0.4690101307
489	0.46874049490490	0.4682868491	491	0.4681231492	492	0.4678782493	493	0.467314494	0494	0.466931495	0495	0.466794496	0496	0.466745497	0497	0.466499498	0498	0.466500499	0.4557459501	500	0.4556285502	501	0.4554864968
502	0.4552528788
503	0.4551897092
504	0.4550619742
505	0.4548655507	506	0.4547737207
507	0.4544319509	508	0.4540506510	509	0.4538772511	510	0.4535528512	511	0.4530912645
512	0.45256762
513	0.4524963998
514	0.4524386684
515	0.4522707391
516	0.4517994181
517	0.4516117598
518	0.4511029679
519	0.4510110454
520	0.4509465388
521	0.4505228878
522	0.4502664556
523	0.4500415007
524	0.4496056229
525	0.4493660115
526	0.4492524559
527	0.4487306092
528	0.4486604737
529	0.448526386
530	0.4483852696
531	0.4482473714
532532	0.45823108533	0.4478278604
534	0.4475595411
535	0.4472386265
536	0.4469879891
537	0.4464194346
538	0.4461973113
539	0.4456414489
540	0.445343899
541	0.4449591566
542	0.4442714115
543	0.4440218376
544	0.4438017648
545	0.443484115
546	0.4434016288
547	0.4433675709
548	0.4433185589
549	0.443129062
550	0.4427419267
551	0.44253865
552	0.4421042835
553	0.4420415434
554	0.4419416104
555	0.4415158431
556	0.4414718348
557	0.4408925635
558	0.4407598781
559	0.4405056537
560	0.4404141382
561	0.4402279196
562	0.43562	0.447563	0.43563	0.447564	0.43564	0.446565	0.43565	0.446566	0.43566	0.446567	0.43567	0.446568	0.43568	0.44569	0.436569	0.44570	0.436570	0.44571	0.436571	0.44572	0.436572	0.44573	0.435573	0.44574	0.435574	0.44575	0.435575	0.44576	0.435576	0.44577	0.43577	0.442578	0.43578	0.442579	0.43579	0.441580	0.43580	0.44581	0.433581	0.4582	0.4337582	0.4583	0.4335583	0.4584	0.4333584	0.585	0.43270585	0.586	0.4323586	0.587	0.43178587	0.588	0.43148588	0.589	0.43139589	0.590	0.43109590	0.591	0.43103591	0.592	0.43101592	0.593	0.43093593	0.594	0.43035594	0.595	0.42998595	0.596	0.42989596	0.597	0.42950597	0.598	0.42917598	0.599	0.42902599	0.600	0.42859600	0.4356276052
601	0.4351019326
602	0.4348850921
603	0.4345103498
604	0.4344702772
605	0.4340581437
606	0.4338500782
607	0.4330403873
608	0.4326495576
609	0.432414387
610	0.4321309538
611	0.4316706063
612	0.4315273297
613	0.4313678193
614	0.4309409145
615	0.4306013698
616	0.4299671307
617	0.4298895205
618	0.4298015753
619	0.4295685984
620	0.4294843095
621	0.4291558311
622	0.4288592354
623	0.428596911
624	0.4285175458
625	0.4282685789
626	0.4280331158
627	0.4277275987
628	0.4629	0.4196629	0.4630	0.4194630	0.4269862068
631	0.4265330744
632	0.4257901225
633	0.4255380844
634	0.4254828992
635	0.4254205966
636	0.4253301651
637	0.4248689889
638	0.4246551221
639	0.4244711391
640	0.4243349313
641	0.4241942384
642	0.4239430778
643	0.4236772921
644	0.4236347333
645	0.4233816714
646	0.4231386032
647	0.4226945871
648	0.422643692
649	0.4221615045
650	0.4219548527
651	0.4214582839
652	0.421102408
653	0.4208877125
654	0.4204102538
655	0.4200448228
656	0.4198239847
657	0.4197933697
658	0.4194777614
659	0.419134853
660	0.4190163902
661	0.4189644225
662	0.4188886161
663	0.4185290839
664	0.4184944226
665	0.4182619333
666	0.4178341022
667	0.4174370811
668	0.4172947308
669	0.4172665532
670	0.4167713007
671	0.4163258708
672	0.4161603154
673	0.41602518
674	0.4155148637
675	0.4154585086
676	0.4145843701
677	0.4140714213
678	0.4139801123
679	0.413686344
680	0.4134835923
681	0.4134418134
682	0.4131485814
683	0.4129898998
684	0.4129539222
685	0.4125293086
686	0.4123092505
687	0.41212088
688	0.4119151545
689	0.4117928892
690	0.4115632761
691	0.4113431205
692	0.410542156
693	0.4098900256
694	0.4097252501
695	0.4093448042
696	0.4091467324
697	0.4089961433
698	0.4089610919
699	0.4087857621
700	0.4087000594
701	0.4086319311
702	0.4085787935
703	0.4085664109
704	0.4083461091
705	0.4079911838
706	0.4078732573
707	0.407436383
708	0.4073743241
709	0.4073001264
710	0.4072320956
711	0.4070329514
712	0.4070186432
713	0.4068303946
714	0.4066018297
715	0.4064233067
716	0.4063574209
717	0.4058655809
718	0.4057389768
719	0.4056514216
720	0.4055621845
721	0.4053834909
722	0.4053661359
723	0.4047321892
724	0.4044551179
725	0.4042287223
726	0.4034929367
727	0.4032924762
728	0.4032050185
729	0.4030450937
730	0.402654142
731	0.4024812497
732	0.4023651513
733	0.402276353
734	0.402151772
735	0.4021124307
736	0.4020009879
737	0.4018695575
738	0.4012898942
739	0.4011715045
740	0.4010794155
741	0.400984694
742	0.4009732134
743	0.4008631356
744	0.4001669594
745	0.3993650199
746	0.3987629071
747	0.3985691741
748	0.3982999515
749	0.3981305936
750	0.3978380197
751	0.3977202394
752	0.3975391327
753	0.3969886707
754	0.3962559075
755	0.3962013318
756	0.3961726423
757	0.3960862571
758	0.3960599077
759	0.3956833617
760	0.3956517716
761	0.3955201463
762	0.3954836812
763	0.3948434945
764	0.3947333436
765	0.3946218277
766	0.3943436108
767	0.3938881871
768	0.393696136
769	0.3935697513
770	0.3935257787
771	0.3934450972
772	0.3933433801
773	0.3932845387
774	0.3931871116
775	0.3930364005
776	0.3928407419
777	0.39259002
778	0.3923275981
779	0.3922144003
780	0.3921662108
781	0.3920994475
782	0.3919423015
783	0.3918777807
784	0.3917129565
785	0.3916899465
786	0.3911843346
787	0.3911438963
7789	0.38624905897790	0.38618494317791	0.38615995867792	0.38614412747793	0.386118907
794	0.3855343439
795	0.385513019
796	0.3853920873
797	0.385339738
798	0.3852812671
799	0.3851392809
7
799	0.387588696
